sample_id,action,strategy,seed,requested_count,applied_count,valid,baseline_nodes,baseline_edges,perturbed_nodes,perturbed_edges,delta_nodes,delta_edges,baseline_xfg_count,perturbed_xfg_count,baseline_probability,perturbed_probability,delta_probability,baseline_label,perturbed_label,flipped,runtime_ms,operations,validation_errors,error
01_vulnerable_989,node_add,random,42,1,1,True,537,882,538,883,1,1,201,201,1.0,1.0,0.0,1,1,False,513.6970290000136,"[{""step"": 1, ""action"": ""node_add"", ""target_nodes"": [296, -1], ""removed_edges"": [], ""added_edges"": [[296, -1, ""d""]], ""details"": ""added synthetic node -1 using source line 296""}]",[],
01_vulnerable_989,node_delete,random,42,1,1,True,537,882,536,880,-1,-2,201,201,1.0,1.0,0.0,1,1,False,520.0321140000028,"[{""step"": 1, ""action"": ""node_delete"", ""target_nodes"": [597], ""removed_edges"": [[597, 600, ""d""], [597, 608, ""d""]], ""added_edges"": [], ""details"": ""deleted non-key node 597 and its incident edges""}]",[],
01_vulnerable_989,node_attribute_modify,random,42,1,1,True,537,882,537,882,0,0,201,201,1.0,1.0,0.0,1,1,False,598.1559709999829,"[{""step"": 1, ""action"": ""node_attribute_modify"", ""target_nodes"": [184, 836], ""removed_edges"": [], ""added_edges"": [], ""details"": ""changed node 184 token source from line 184 to line 836""}]",[],
01_vulnerable_989,edge_add,random,42,1,1,True,537,882,537,883,0,1,201,201,1.0,1.0,0.0,1,1,False,645.3489350000154,"[{""step"": 1, ""action"": ""edge_add"", ""target_nodes"": [284, 252], ""removed_edges"": [], ""added_edges"": [[284, 252, ""d""]], ""details"": ""added d edge 284->252""}]",[],
01_vulnerable_989,edge_delete,random,42,1,1,True,537,882,537,881,0,-1,201,201,1.0,1.0,0.0,1,1,False,723.4759149999945,"[{""step"": 1, ""action"": ""edge_delete"", ""target_nodes"": [220, 239], ""removed_edges"": [[220, 239, ""d""]], ""added_edges"": [], ""details"": ""deleted d edge 220->239""}]",[],
01_vulnerable_989,edge_reconnect,random,42,1,1,True,537,882,537,882,0,0,201,201,1.0,1.0,0.0,1,1,False,830.5569400000081,"[{""step"": 1, ""action"": ""edge_reconnect"", ""target_nodes"": [135, 148, 179], ""removed_edges"": [[135, 148, ""d""]], ""added_edges"": [[135, 179, ""d""]], ""details"": ""reconnected d edge 135->148 to 135->179""}]",[],
02_vulnerable_4064,node_add,random,42,1,1,True,1848,5961,1849,5962,1,1,1064,1064,1.0,1.0,0.0,1,1,False,13684.952569000017,"[{""step"": 1, ""action"": ""node_add"", ""target_nodes"": [3619, -1], ""removed_edges"": [], ""added_edges"": [[3619, -1, ""d""]], ""details"": ""added synthetic node -1 using source line 3619""}]",[],
02_vulnerable_4064,node_delete,random,42,1,1,True,1848,5961,1847,5957,-1,-4,1064,1064,1.0,1.0,0.0,1,1,False,9311.115996000011,"[{""step"": 1, ""action"": ""node_delete"", ""target_nodes"": [1284], ""removed_edges"": [[1282, 1284, ""d""], [1283, 1284, ""c""], [1284, 1287, ""d""], [1284, 1361, ""d""]], ""added_edges"": [], ""details"": ""deleted non-key node 1284 and its incident edges""}]",[],
02_vulnerable_4064,node_attribute_modify,random,42,1,1,True,1848,5961,1848,5961,0,0,1064,1064,1.0,1.0,0.0,1,1,False,9611.493309000025,"[{""step"": 1, ""action"": ""node_attribute_modify"", ""target_nodes"": [3220, 633], ""removed_edges"": [], ""added_edges"": [], ""details"": ""changed node 3220 token source from line 3220 to line 633""}]",[],
02_vulnerable_4064,edge_add,random,42,1,1,True,1848,5961,1848,5962,0,1,1064,1064,1.0,1.0,0.0,1,1,False,13330.352896999955,"[{""step"": 1, ""action"": ""edge_add"", ""target_nodes"": [4079, 2677], ""removed_edges"": [], ""added_edges"": [[4079, 2677, ""d""]], ""details"": ""added d edge 4079->2677""}]",[],
