method,budget,seed,attempted,scored,eligible_scored,successes,success_rate,coverage_rate,mean_absolute_delta
targeted_subgraph_injection,1,7,30,30,30,2,0.06666666666666667,1.0,0.12082560213302895
targeted_subgraph_injection,1,17,30,30,30,2,0.06666666666666667,1.0,0.12082560610667194
targeted_subgraph_injection,1,29,30,30,30,2,0.06666666666666667,1.0,0.1208256085902014
targeted_subgraph_injection,1,42,30,30,30,2,0.06666666666666667,1.0,0.12082560727082516
targeted_subgraph_injection,1,61,30,30,30,2,0.06666666666666667,1.0,0.12082560958227563
targeted_subgraph_injection,1,73,30,30,30,2,0.06666666666666667,1.0,0.12082560958360955
targeted_subgraph_injection,1,89,30,30,30,2,0.06666666666666667,1.0,0.12082560585836473
targeted_subgraph_injection,1,101,30,30,30,2,0.06666666666666667,1.0,0.12082560312648517
targeted_subgraph_injection,1,137,30,30,30,2,0.06666666666666667,1.0,0.12082560461660091
targeted_subgraph_injection,1,2026,30,30,30,2,0.06666666666666667,1.0,0.12082560660337692
targeted_subgraph_injection,3,7,30,30,30,2,0.06666666666666667,1.0,0.11644029927465166
targeted_subgraph_injection,3,17,30,30,30,2,0.06666666666666667,1.0,0.11644029977135703
targeted_subgraph_injection,3,29,30,30,30,2,0.06666666666666667,1.0,0.11644029866359248
targeted_subgraph_injection,3,42,30,30,30,2,0.06666666666666667,1.0,0.11644029629126651
targeted_subgraph_injection,3,61,30,30,30,2,0.06666666666666667,1.0,0.11644029668247093
targeted_subgraph_injection,3,73,30,30,30,2,0.06666666666666667,1.0,0.11644029778453555
targeted_subgraph_injection,3,89,30,30,30,2,0.06666666666666667,1.0,0.11644029841778639
targeted_subgraph_injection,3,101,30,30,30,2,0.06666666666666667,1.0,0.11644029705499996
targeted_subgraph_injection,3,137,30,30,30,2,0.06666666666666667,1.0,0.11644029916599737
targeted_subgraph_injection,3,2026,30,30,30,2,0.06666666666666667,1.0,0.1164402989642108
targeted_subgraph_injection,5,7,30,30,30,2,0.06666666666666667,1.0,0.13622856632228958
targeted_subgraph_injection,5,17,30,30,30,2,0.06666666666666667,1.0,0.13622856982148612
targeted_subgraph_injection,5,29,30,30,30,2,0.06666666666666667,1.0,0.13622856701189878
targeted_subgraph_injection,5,42,30,30,30,2,0.06666666666666667,1.0,0.13622856880590267
targeted_subgraph_injection,5,61,30,30,30,2,0.06666666666666667,1.0,0.1362285657829848
targeted_subgraph_injection,5,73,30,30,30,2,0.06666666666666667,1.0,0.1362285658256657
targeted_subgraph_injection,5,89,30,30,30,2,0.06666666666666667,1.0,0.13622856708941805
targeted_subgraph_injection,5,101,30,30,30,2,0.06666666666666667,1.0,0.13622856681787324
targeted_subgraph_injection,5,137,30,30,30,2,0.06666666666666667,1.0,0.13622856781119305
targeted_subgraph_injection,5,2026,30,30,30,2,0.06666666666666667,1.0,0.13622856527342525
targeted_subgraph_injection,7,7,30,30,30,2,0.06666666666666667,1.0,0.14838775454548953
targeted_subgraph_injection,7,17,30,30,30,2,0.06666666666666667,1.0,0.14838775227138884
targeted_subgraph_injection,7,29,30,30,30,2,0.06666666666666667,1.0,0.14838775524579179
targeted_subgraph_injection,7,42,30,30,30,2,0.06666666666666667,1.0,0.14838775715306293
targeted_subgraph_injection,7,61,30,30,30,2,0.06666666666666667,1.0,0.14838775778172178
targeted_subgraph_injection,7,73,30,30,30,2,0.06666666666666667,1.0,0.14838775425820713
targeted_subgraph_injection,7,89,30,30,30,2,0.06666666666666667,1.0,0.14838775686588904
targeted_subgraph_injection,7,101,30,30,30,2,0.06666666666666667,1.0,0.14838775699008988
targeted_subgraph_injection,7,137,30,30,30,2,0.06666666666666667,1.0,0.1483877521862734
targeted_subgraph_injection,7,2026,30,30,30,2,0.06666666666666667,1.0,0.1483877583937435
targeted_subgraph_injection,9,7,30,30,30,2,0.06666666666666667,1.0,0.15617205067387313
targeted_subgraph_injection,9,17,30,30,30,2,0.06666666666666667,1.0,0.15617205774895368
targeted_subgraph_injection,9,29,30,30,30,2,0.06666666666666667,1.0,0.15617205129354217
targeted_subgraph_injection,9,42,30,30,30,2,0.06666666666666667,1.0,0.15617206113275994
targeted_subgraph_injection,9,61,30,30,30,2,0.06666666666666667,1.0,0.15617206358700017
targeted_subgraph_injection,9,73,30,30,30,2,0.06666666666666667,1.0,0.15617205241112914
targeted_subgraph_injection,9,89,30,30,30,2,0.06666666666666667,1.0,0.15617206271600845
targeted_subgraph_injection,9,101,30,30,30,2,0.06666666666666667,1.0,0.15617205827791578
targeted_subgraph_injection,9,137,30,30,30,2,0.06666666666666667,1.0,0.15617205368393666
targeted_subgraph_injection,9,2026,30,30,30,2,0.06666666666666667,1.0,0.15617205070491824
targeted_subgraph_injection,11,7,30,30,30,2,0.06666666666666667,1.0,0.15483627723127333
targeted_subgraph_injection,11,17,30,30,30,2,0.06666666666666667,1.0,0.15483628623420184
