command	key	type	code	location	functionId	childNum	isCFGNode	operator	baseType	completeType	identifier
ANR	1	File	/repo/outputs/run_20260731_014428_code_all_input_sources/runs/perturbed/devign__19_non_vulnerable_const_char_get_feature_xml__control_wrapper__c1/_work/source/devign__19_non_vulnerable_const_char_get_feature_xml__control_wrapper__c1.c								
ANR	2	Function	get_feature_xml	1:0:0:1310							
ANR	3	FunctionDef	"get_feature_xml (CPUState * env , const char * p , const char * * newp)"		2	0					
ANR	4	CompoundStatement		3:0:78:1310	2	0					
ANR	5	Statement	extern	5:4:85:90	2	0	True				
ANR	6	Statement	const	5:11:92:96	2	1	True				
ANR	7	Statement	char	5:17:98:101	2	2	True				
ANR	8	Statement	*	5:22:103:103	2	3	True				
ANR	9	Statement	const	5:23:104:108	2	4	True				
ANR	10	Statement	xml_builtin	5:29:110:120	2	5	True				
ANR	11	Statement	[	5:40:121:121	2	6	True				
ANR	12	Statement	]	5:41:122:122	2	7	True				
ANR	13	Statement	[	5:42:123:123	2	8	True				
ANR	14	Statement	2	5:43:124:124	2	9	True				
ANR	15	Statement	]	5:44:125:125	2	10	True				
ANR	16	ExpressionStatement		5:45:126:126	2	11	True				
ANR	17	IdentifierDeclStatement	size_t len ;	7:4:133:143	2	12	True				
ANR	18	IdentifierDecl	len		2	0					
ANR	19	IdentifierDeclType	size_t		2	0					
ANR	20	Identifier	len		2	1					
ANR	21	IdentifierDeclStatement	int i ;	9:4:150:155	2	13	True				
ANR	22	IdentifierDecl	i		2	0					
ANR	23	IdentifierDeclType	int		2	0					
ANR	24	Identifier	i		2	1					
ANR	25	IdentifierDeclStatement	const char * name ;	11:4:162:178	2	14	True				
ANR	26	IdentifierDecl	* name		2	0					
ANR	27	IdentifierDeclType	const char *		2	0					
ANR	28	Identifier	name		2	1					
ANR	29	Statement	static	13:4:185:190	2	15	True				
ANR	30	IdentifierDeclStatement	char target_xml [ 1024 ] ;	13:11:192:213	2	16	True				
ANR	31	IdentifierDecl	target_xml [ 1024 ]		2	0					
ANR	32	IdentifierDeclType	char [ 1024 ]		2	0					
ANR	33	Identifier	target_xml		2	1					
ANR	34	PrimaryExpression	1024		2	2					
ANR	35	IfStatement	if ( 1 )		2	17					
ANR	36	Condition	1	17:8:226:226	2	0	True				
ANR	37	PrimaryExpression	1		2	0					
ANR	38	CompoundStatement		15:11:150:150	2	1					
ANR	39	ExpressionStatement	len = 0	18:8:239:246	2	0	True				
ANR	40	AssignmentExpression	len = 0		2	0		=			
ANR	41	Identifier	len		2	0					
ANR	42	PrimaryExpression	0		2	1					
ANR	43	WhileStatement	while ( p [ len ] && p [ len ] != ':' )		2	18					
ANR	44	Condition	p [ len ] && p [ len ] != ':'	21:11:266:288	2	0	True				
ANR	45	AndExpression	p [ len ] && p [ len ] != ':'		2	0		&&			
ANR	46	ArrayIndexing	p [ len ]		2	0					
ANR	47	Identifier	p		2	0					
ANR	48	Identifier	len		2	1					
ANR	49	EqualityExpression	p [ len ] != ':'		2	1		!=			
ANR	50	ArrayIndexing	p [ len ]		2	0					
ANR	51	Identifier	p		2	0					
ANR	52	Identifier	len		2	1					
ANR	53	PrimaryExpression	':'		2	1					
ANR	54	ExpressionStatement	len ++	23:8:300:305	2	1	True				
ANR	55	PostIncDecOperationExpression	len ++		2	0					
ANR	56	Identifier	len		2	0					
ANR	57	IncDec	++		2	1					
ANR	58	ExpressionStatement	* newp = p + len	25:4:312:327	2	19	True				
ANR	59	AssignmentExpression	* newp = p + len		2	0		=			
ANR	60	UnaryOperationExpression	* newp		2	0					
ANR	61	UnaryOperator	*		2	0					
ANR	62	Identifier	newp		2	1					
ANR	63	AdditiveExpression	p + len		2	1		+			
ANR	64	Identifier	p		2	0					
ANR	65	Identifier	len		2	1					
ANR	66	ExpressionStatement	name = NULL	29:4:336:347	2	20	True				
ANR	67	AssignmentExpression	name = NULL		2	0		=			
ANR	68	Identifier	name		2	0					
ANR	69	Identifier	NULL		2	1					
ANR	70	IfStatement	"if ( strncmp ( p , ""target.xml"" , len ) == 0 )"		2	21					
ANR	71	Condition	"strncmp ( p , ""target.xml"" , len ) == 0"	31:8:358:391	2	0	True				
ANR	72	EqualityExpression	"strncmp ( p , ""target.xml"" , len ) == 0"		2	0		==			
ANR	73	CallExpression	"strncmp ( p , ""target.xml"" , len )"		2	0					
ANR	74	Callee	strncmp		2	0					
ANR	75	Identifier	strncmp		2	0					
ANR	76	ArgumentList	p		2	1					
ANR	77	Argument	p		2	0					
ANR	78	Identifier	p		2	0					
ANR	79	Argument	"""target.xml"""		2	1					
ANR	80	PrimaryExpression	"""target.xml"""		2	0					
ANR	81	Argument	len		2	2					
ANR	82	Identifier	len		2	0					
ANR	83	PrimaryExpression	0		2	1					
ANR	84	CompoundStatement		29:44:315:315	2	1					
ANR	85	IfStatement	if ( ! target_xml [ 0 ] )		2	0					
ANR	86	Condition	! target_xml [ 0 ]	35:12:468:481	2	0	True				
ANR	87	UnaryOperationExpression	! target_xml [ 0 ]		2	0					
ANR	88	UnaryOperator	!		2	0					
ANR	89	ArrayIndexing	target_xml [ 0 ]		2	1					
ANR	90	Identifier	target_xml		2	0					
ANR	91	PrimaryExpression	0		2	1					
ANR	92	CompoundStatement		35:12:420:439	2	1					
ANR	93	IdentifierDeclStatement	GDBRegisterState * r ;	37:12:499:518	2	0	True				
ANR	94	IdentifierDecl	* r		2	0					
ANR	95	IdentifierDeclType	GDBRegisterState *		2	0					
ANR	96	Identifier	r		2	1					
ANR	97	Statement	sprintf	41:12:535:541	2	1	True				
ANR	98	Statement	(	41:19:542:542	2	2	True				
ANR	99	Statement	target_xml	41:20:543:552	2	3	True				
ANR	100	Statement	","	41:30:553:553	2	4	True				
ANR	101	Statement	"""<?xml version=\\""1.0\\""?>"""	43:20:576:600	2	5	True				
ANR	102	Statement	"""<!DOCTYPE target SYSTEM \\""gdb-target.dtd\\"">"""	45:20:623:667	2	6	True				
ANR	103	Statement	"""<target>"""	47:20:690:699	2	7	True				
ANR	104	Statement	"""<xi:include href=\\""%s\\""/>"""	49:20:722:748	2	8	True				
ANR	105	Statement	","	49:47:749:749	2	9	True				
ANR	106	Statement	GDB_CORE_XML	51:20:772:783	2	10	True				
ANR	107	Statement	)	51:32:784:784	2	11	True				
ANR	108	ExpressionStatement		51:33:785:785	2	12	True				
ANR	109	ForStatement	for ( r = env -> gdb_regs ; r ; r = r -> next )		2	13					
ANR	110	ForInit	r = env -> gdb_regs ;	55:17:807:824	2	0	True				
ANR	111	AssignmentExpression	r = env -> gdb_regs		2	0		=			
ANR	112	Identifier	r		2	0					
ANR	113	PtrMemberAccess	env -> gdb_regs		2	1					
ANR	114	Identifier	env		2	0					
ANR	115	Identifier	gdb_regs		2	1					
ANR	116	Condition	r	55:36:826:826	2	1	True				
ANR	117	Identifier	r		2	0					
ANR	118	AssignmentExpression	r = r -> next	55:39:829:839	2	2	True	=			
ANR	119	Identifier	r		2	0					
ANR	120	PtrMemberAccess	r -> next		2	1					
ANR	121	Identifier	r		2	0					
ANR	122	Identifier	next		2	1					
ANR	123	CompoundStatement		53:52:763:763	2	3					
ANR	124	ExpressionStatement	"strcat ( target_xml , ""<xi:include href=\\"""" )"	57:16:861:902	2	0	True				
ANR	125	CallExpression	"strcat ( target_xml , ""<xi:include href=\\"""" )"		2	0					
ANR	126	Callee	strcat		2	0					
ANR	127	Identifier	strcat		2	0					
ANR	128	ArgumentList	target_xml		2	1					
ANR	129	Argument	target_xml		2	0					
ANR	130	Identifier	target_xml		2	0					
ANR	131	Argument	"""<xi:include href=\\"""""		2	1					
ANR	132	PrimaryExpression	"""<xi:include href=\\"""""		2	0					
ANR	133	ExpressionStatement	"strcat ( target_xml , r -> xml )"	59:16:921:947	2	1	True				
ANR	134	CallExpression	"strcat ( target_xml , r -> xml )"		2	0					
ANR	135	Callee	strcat		2	0					
ANR	136	Identifier	strcat		2	0					
ANR	137	ArgumentList	target_xml		2	1					
ANR	138	Argument	target_xml		2	0					
ANR	139	Identifier	target_xml		2	0					
ANR	140	Argument	r -> xml		2	1					
ANR	141	PtrMemberAccess	r -> xml		2	0					
ANR	142	Identifier	r		2	0					
ANR	143	Identifier	xml		2	1					
ANR	144	ExpressionStatement	"strcat ( target_xml , ""\\""/>"" )"	61:16:966:992	2	2	True				
ANR	145	CallExpression	"strcat ( target_xml , ""\\""/>"" )"		2	0					
ANR	146	Callee	strcat		2	0					
ANR	147	Identifier	strcat		2	0					
ANR	148	ArgumentList	target_xml		2	1					
ANR	149	Argument	target_xml		2	0					
ANR	150	Identifier	target_xml		2	0					
ANR	151	Argument	"""\\""/>"""		2	1					
ANR	152	PrimaryExpression	"""\\""/>"""		2	0					
ANR	153	ExpressionStatement	"strcat ( target_xml , ""</target>"" )"	65:12:1022:1053	2	14	True				
ANR	154	CallExpression	"strcat ( target_xml , ""</target>"" )"		2	0					
ANR	155	Callee	strcat		2	0					
ANR	156	Identifier	strcat		2	0					
ANR	157	ArgumentList	target_xml		2	1					
ANR	158	Argument	target_xml		2	0					
ANR	159	Identifier	target_xml		2	0					
ANR	160	Argument	"""</target>"""		2	1					
ANR	161	PrimaryExpression	"""</target>"""		2	0					
ANR	162	ReturnStatement	return target_xml ;	69:8:1075:1092	2	1	True				
ANR	163	Identifier	target_xml		2	0					
ANR	164	ForStatement	for ( i = 0 ; ; i ++ )		2	22					
ANR	165	ForInit	i = 0 ;	73:9:1111:1116	2	0	True				
ANR	166	AssignmentExpression	i = 0		2	0		=			
ANR	167	Identifier	i		2	0					
ANR	168	PrimaryExpression	0		2	1					
ANR	169	PostIncDecOperationExpression	i ++	73:18:1120:1122	2	1	True				
ANR	170	Identifier	i		2	0					
ANR	171	IncDec	++		2	1					
ANR	172	CompoundStatement		71:23:1046:1046	2	2					
ANR	173	ExpressionStatement	name = xml_builtin [ i ] [ 0 ]	75:8:1136:1160	2	0	True				
ANR	174	AssignmentExpression	name = xml_builtin [ i ] [ 0 ]		2	0		=			
ANR	175	Identifier	name		2	0					
ANR	176	ArrayIndexing	xml_builtin [ i ] [ 0 ]		2	1					
ANR	177	ArrayIndexing	xml_builtin [ i ]		2	0					
ANR	178	Identifier	xml_builtin		2	0					
ANR	179	Identifier	i		2	1					
ANR	180	PrimaryExpression	0		2	1					
ANR	181	IfStatement	"if ( ! name || ( strncmp ( name , p , len ) == 0 && strlen ( name ) == len ) )"		2	1					
ANR	182	Condition	"! name || ( strncmp ( name , p , len ) == 0 && strlen ( name ) == len )"	77:12:1175:1234	2	0	True				
ANR	183	OrExpression	"! name || ( strncmp ( name , p , len ) == 0 && strlen ( name ) == len )"		2	0		||			
ANR	184	UnaryOperationExpression	! name		2	0					
ANR	185	UnaryOperator	!		2	0					
ANR	186	Identifier	name		2	1					
ANR	187	AndExpression	"strncmp ( name , p , len ) == 0 && strlen ( name ) == len"		2	1		&&			
ANR	188	EqualityExpression	"strncmp ( name , p , len ) == 0"		2	0		==			
ANR	189	CallExpression	"strncmp ( name , p , len )"		2	0					
ANR	190	Callee	strncmp		2	0					
ANR	191	Identifier	strncmp		2	0					
ANR	192	ArgumentList	name		2	1					
ANR	193	Argument	name		2	0					
ANR	194	Identifier	name		2	0					
ANR	195	Argument	p		2	1					
ANR	196	Identifier	p		2	0					
ANR	197	Argument	len		2	2					
ANR	198	Identifier	len		2	0					
ANR	199	PrimaryExpression	0		2	1					
ANR	200	EqualityExpression	strlen ( name ) == len		2	1		==			
ANR	201	CallExpression	strlen ( name )		2	0					
ANR	202	Callee	strlen		2	0					
ANR	203	Identifier	strlen		2	0					
