command	key	type	code	location	functionId	childNum	isCFGNode	operator	baseType	completeType	identifier
ANR	1	File	/repo/outputs/run_20260731_014428_code_all_input_sources/runs/perturbed/devign__02_vulnerable_static_int_tight_compress_data__dead_statement__c1/_work/source/devign__02_vulnerable_static_int_tight_compress_data__dead_statement__c1.c								
ANR	2	Function	tight_compress_data	1:0:0:1392							
ANR	3	FunctionDef	"tight_compress_data (VncState * vs , int stream_id , size_t bytes , int level , int strategy)"		2	0					
ANR	4	CompoundStatement		5:0:132:1392	2	0					
ANR	5	IdentifierDeclStatement	int dwk_dummy_1 = 0 ;	6:4:138:157	2	0	True				
ANR	6	IdentifierDecl	dwk_dummy_1 = 0		2	0					
ANR	7	IdentifierDeclType	int		2	0					
ANR	8	Identifier	dwk_dummy_1		2	1					
ANR	9	AssignmentExpression	dwk_dummy_1 = 0		2	2		=			
ANR	10	Identifier	dwk_dummy_1		2	0					
ANR	11	PrimaryExpression	0		2	1					
ANR	12	ExpressionStatement	dwk_dummy_1 += 0	7:4:163:179	2	1	True				
ANR	13	AssignmentExpression	dwk_dummy_1 += 0		2	0		+=			
ANR	14	Identifier	dwk_dummy_1		2	0					
ANR	15	PrimaryExpression	0		2	1					
ANR	16	IdentifierDeclStatement	z_streamp zstream = & vs -> tight . stream [ stream_id ] ;	9:4:186:234	2	2	True				
ANR	17	IdentifierDecl	zstream = & vs -> tight . stream [ stream_id ]		2	0					
ANR	18	IdentifierDeclType	z_streamp		2	0					
ANR	19	Identifier	zstream		2	1					
ANR	20	AssignmentExpression	zstream = & vs -> tight . stream [ stream_id ]		2	2		=			
ANR	21	Identifier	zstream		2	0					
ANR	22	UnaryOperationExpression	& vs -> tight . stream [ stream_id ]		2	1					
ANR	23	UnaryOperator	&		2	0					
ANR	24	ArrayIndexing	vs -> tight . stream [ stream_id ]		2	1					
ANR	25	MemberAccess	vs -> tight . stream		2	0					
ANR	26	PtrMemberAccess	vs -> tight		2	0					
ANR	27	Identifier	vs		2	0					
ANR	28	Identifier	tight		2	1					
ANR	29	Identifier	stream		2	1					
ANR	30	Identifier	stream_id		2	1					
ANR	31	IdentifierDeclStatement	int previous_out ;	11:4:241:257	2	3	True				
ANR	32	IdentifierDecl	previous_out		2	0					
ANR	33	IdentifierDeclType	int		2	0					
ANR	34	Identifier	previous_out		2	1					
ANR	35	IfStatement	if ( bytes < VNC_TIGHT_MIN_TO_COMPRESS )		2	4					
ANR	36	Condition	bytes < VNC_TIGHT_MIN_TO_COMPRESS	15:8:270:302	2	0	True				
ANR	37	RelationalExpression	bytes < VNC_TIGHT_MIN_TO_COMPRESS		2	0		<			
ANR	38	Identifier	bytes		2	0					
ANR	39	Identifier	VNC_TIGHT_MIN_TO_COMPRESS		2	1					
ANR	40	CompoundStatement		11:43:172:172	2	1					
ANR	41	ExpressionStatement	"vnc_write ( vs , vs -> tight . tight . buffer , vs -> tight . tight . offset )"	17:8:316:377	2	0	True				
ANR	42	CallExpression	"vnc_write ( vs , vs -> tight . tight . buffer , vs -> tight . tight . offset )"		2	0					
ANR	43	Callee	vnc_write		2	0					
ANR	44	Identifier	vnc_write		2	0					
ANR	45	ArgumentList	vs		2	1					
ANR	46	Argument	vs		2	0					
ANR	47	Identifier	vs		2	0					
ANR	48	Argument	vs -> tight . tight . buffer		2	1					
ANR	49	MemberAccess	vs -> tight . tight . buffer		2	0					
ANR	50	MemberAccess	vs -> tight . tight		2	0					
ANR	51	PtrMemberAccess	vs -> tight		2	0					
ANR	52	Identifier	vs		2	0					
ANR	53	Identifier	tight		2	1					
ANR	54	Identifier	tight		2	1					
ANR	55	Identifier	buffer		2	1					
ANR	56	Argument	vs -> tight . tight . offset		2	2					
ANR	57	MemberAccess	vs -> tight . tight . offset		2	0					
