command	key	type	code	location	functionId	childNum	isCFGNode	operator	baseType	completeType	identifier
ANR	1	File	/repo/outputs/run_20260731_124703_code_all_input_sources/runs/baseline/devign__16_vulnerable_static_int_mxg_update_cache/_work/source/16_vulnerable_static_int_mxg_update_cache.c								
ANR	2	Function	mxg_update_cache	1:0:0:972							
ANR	3	FunctionDef	"mxg_update_cache (AVFormatContext * s , unsigned int cache_size)"		2	0					
ANR	4	CompoundStatement		3:0:74:972	2	0					
ANR	5	IdentifierDeclStatement	MXGContext * mxg = s -> priv_data ;	5:4:81:111	2	0	True				
ANR	6	IdentifierDecl	* mxg = s -> priv_data		2	0					
ANR	7	IdentifierDeclType	MXGContext *		2	0					
ANR	8	Identifier	mxg		2	1					
ANR	9	AssignmentExpression	* mxg = s -> priv_data		2	2		=			
ANR	10	Identifier	mxg		2	0					
ANR	11	PtrMemberAccess	s -> priv_data		2	1					
ANR	12	Identifier	s		2	0					
ANR	13	Identifier	priv_data		2	1					
ANR	14	IdentifierDeclStatement	unsigned int current_pos = mxg -> buffer_ptr - mxg -> buffer ;	7:4:118:174	2	1	True				
ANR	15	IdentifierDecl	current_pos = mxg -> buffer_ptr - mxg -> buffer		2	0					
ANR	16	IdentifierDeclType	unsigned int		2	0					
ANR	17	Identifier	current_pos		2	1					
ANR	18	AssignmentExpression	current_pos = mxg -> buffer_ptr - mxg -> buffer		2	2		=			
ANR	19	Identifier	current_pos		2	0					
ANR	20	AdditiveExpression	mxg -> buffer_ptr - mxg -> buffer		2	1		-			
ANR	21	PtrMemberAccess	mxg -> buffer_ptr		2	0					
ANR	22	Identifier	mxg		2	0					
ANR	23	Identifier	buffer_ptr		2	1					
ANR	24	PtrMemberAccess	mxg -> buffer		2	1					
ANR	25	Identifier	mxg		2	0					
ANR	26	Identifier	buffer		2	1					
ANR	27	IdentifierDeclStatement	unsigned int soi_pos ;	9:4:181:201	2	2	True				
ANR	28	IdentifierDecl	soi_pos		2	0					
ANR	29	IdentifierDeclType	unsigned int		2	0					
ANR	30	Identifier	soi_pos		2	1					
ANR	31	IdentifierDeclStatement	int ret ;	11:4:208:215	2	3	True				
ANR	32	IdentifierDecl	ret		2	0					
ANR	33	IdentifierDeclType	int		2	0					
ANR	34	Identifier	ret		2	1					
ANR	35	IfStatement	if ( current_pos > current_pos + cache_size )		2	4					
ANR	36	Condition	current_pos > current_pos + cache_size	17:8:266:303	2	0	True				
ANR	37	RelationalExpression	current_pos > current_pos + cache_size		2	0		>			
ANR	38	Identifier	current_pos		2	0					
ANR	39	AdditiveExpression	current_pos + cache_size		2	1		+			
ANR	40	Identifier	current_pos		2	0					
ANR	41	Identifier	cache_size		2	1					
ANR	42	ReturnStatement	return AVERROR ( ENOMEM ) ;	19:8:315:337	2	1	True				
ANR	43	CallExpression	AVERROR ( ENOMEM )		2	0					
ANR	44	Callee	AVERROR		2	0					
ANR	45	Identifier	AVERROR		2	0					
ANR	46	ArgumentList	ENOMEM		2	1					
ANR	47	Argument	ENOMEM		2	0					
ANR	48	Identifier	ENOMEM		2	0					
ANR	49	ExpressionStatement	soi_pos = mxg -> soi_ptr - mxg -> buffer	21:4:344:380	2	5	True				
ANR	50	AssignmentExpression	soi_pos = mxg -> soi_ptr - mxg -> buffer		2	0		=			
ANR	51	Identifier	soi_pos		2	0					
ANR	52	AdditiveExpression	mxg -> soi_ptr - mxg -> buffer		2	1		-			
ANR	53	PtrMemberAccess	mxg -> soi_ptr		2	0					
ANR	54	Identifier	mxg		2	0					
ANR	55	Identifier	soi_ptr		2	1					
ANR	56	PtrMemberAccess	mxg -> buffer		2	1					
ANR	57	Identifier	mxg		2	0					
ANR	58	Identifier	buffer		2	1					
ANR	59	ExpressionStatement	"mxg -> buffer = av_fast_realloc ( mxg -> buffer , & mxg -> buffer_size , current_pos + cache_size + FF_INPUT_BUFFER_PADDING_SIZE )"	23:4:387:575	2	6	True				
ANR	60	AssignmentExpression	"mxg -> buffer = av_fast_realloc ( mxg -> buffer , & mxg -> buffer_size , current_pos + cache_size + FF_INPUT_BUFFER_PADDING_SIZE )"		2	0		=			
ANR	61	PtrMemberAccess	mxg -> buffer		2	0					
ANR	62	Identifier	mxg		2	0					
ANR	63	Identifier	buffer		2	1					
ANR	64	CallExpression	"av_fast_realloc ( mxg -> buffer , & mxg -> buffer_size , current_pos + cache_size + FF_INPUT_BUFFER_PADDING_SIZE )"		2	1					
ANR	65	Callee	av_fast_realloc		2	0					
ANR	66	Identifier	av_fast_realloc		2	0					
ANR	67	ArgumentList	mxg -> buffer		2	1					
ANR	68	Argument	mxg -> buffer		2	0					
ANR	69	PtrMemberAccess	mxg -> buffer		2	0					
ANR	70	Identifier	mxg		2	0					
ANR	71	Identifier	buffer		2	1					
ANR	72	Argument	& mxg -> buffer_size		2	1					
ANR	73	UnaryOperationExpression	& mxg -> buffer_size		2	0					
ANR	74	UnaryOperator	&		2	0					
ANR	75	PtrMemberAccess	mxg -> buffer_size		2	1					
ANR	76	Identifier	mxg		2	0					
ANR	77	Identifier	buffer_size		2	1					
ANR	78	Argument	current_pos + cache_size + FF_INPUT_BUFFER_PADDING_SIZE		2	2					
ANR	79	AdditiveExpression	current_pos + cache_size + FF_INPUT_BUFFER_PADDING_SIZE		2	0		+			
ANR	80	Identifier	current_pos		2	0					
ANR	81	AdditiveExpression	cache_size + FF_INPUT_BUFFER_PADDING_SIZE		2	1		+			
ANR	82	Identifier	cache_size		2	0					
ANR	83	Identifier	FF_INPUT_BUFFER_PADDING_SIZE		2	1					
ANR	84	IfStatement	if ( ! mxg -> buffer )		2	7					
ANR	85	Condition	! mxg -> buffer	29:8:586:597	2	0	True				
ANR	86	UnaryOperationExpression	! mxg -> buffer		2	0					
ANR	87	UnaryOperator	!		2	0					
ANR	88	PtrMemberAccess	mxg -> buffer		2	1					
ANR	89	Identifier	mxg		2	0					
ANR	90	Identifier	buffer		2	1					
ANR	91	ReturnStatement	return AVERROR ( ENOMEM ) ;	31:8:609:631	2	1	True				
ANR	92	CallExpression	AVERROR ( ENOMEM )		2	0					
ANR	93	Callee	AVERROR		2	0					
ANR	94	Identifier	AVERROR		2	0					
ANR	95	ArgumentList	ENOMEM		2	1					
ANR	96	Argument	ENOMEM		2	0					
ANR	97	Identifier	ENOMEM		2	0					
ANR	98	ExpressionStatement	mxg -> buffer_ptr = mxg -> buffer + current_pos	33:4:638:681	2	8	True				
ANR	99	AssignmentExpression	mxg -> buffer_ptr = mxg -> buffer + current_pos		2	0		=			
ANR	100	PtrMemberAccess	mxg -> buffer_ptr		2	0					
ANR	101	Identifier	mxg		2	0					
ANR	102	Identifier	buffer_ptr		2	1					
ANR	103	AdditiveExpression	mxg -> buffer + current_pos		2	1		+			
ANR	104	PtrMemberAccess	mxg -> buffer		2	0					
ANR	105	Identifier	mxg		2	0					
ANR	106	Identifier	buffer		2	1					
ANR	107	Identifier	current_pos		2	1					
ANR	108	IfStatement	if ( mxg -> soi_ptr )		2	9					
ANR	109	Condition	mxg -> soi_ptr	35:8:692:703	2	0	True				
ANR	110	PtrMemberAccess	mxg -> soi_ptr		2	0					
ANR	111	Identifier	mxg		2	0					
ANR	112	Identifier	soi_ptr		2	1					
ANR	113	ExpressionStatement	mxg -> soi_ptr = mxg -> buffer + soi_pos	35:22:706:742	2	1	True				
ANR	114	AssignmentExpression	mxg -> soi_ptr = mxg -> buffer + soi_pos		2	0		=			
ANR	115	PtrMemberAccess	mxg -> soi_ptr		2	0					
ANR	116	Identifier	mxg		2	0					
ANR	117	Identifier	soi_ptr		2	1					
ANR	118	AdditiveExpression	mxg -> buffer + soi_pos		2	1		+			
ANR	119	PtrMemberAccess	mxg -> buffer		2	0					
ANR	120	Identifier	mxg		2	0					
ANR	121	Identifier	buffer		2	1					
ANR	122	Identifier	soi_pos		2	1					
ANR	123	ExpressionStatement	"ret = avio_read ( s -> pb , mxg -> buffer_ptr + mxg -> cache_size , cache_size - mxg -> cache_size )"	41:4:771:880	2	10	True				
ANR	124	AssignmentExpression	"ret = avio_read ( s -> pb , mxg -> buffer_ptr + mxg -> cache_size , cache_size - mxg -> cache_size )"		2	0		=			
ANR	125	Identifier	ret		2	0					
ANR	126	CallExpression	"avio_read ( s -> pb , mxg -> buffer_ptr + mxg -> cache_size , cache_size - mxg -> cache_size )"		2	1					
ANR	127	Callee	avio_read		2	0					
ANR	128	Identifier	avio_read		2	0					
ANR	129	ArgumentList	s -> pb		2	1					
ANR	130	Argument	s -> pb		2	0					
ANR	131	PtrMemberAccess	s -> pb		2	0					
ANR	132	Identifier	s		2	0					
ANR	133	Identifier	pb		2	1					
ANR	134	Argument	mxg -> buffer_ptr + mxg -> cache_size		2	1					
ANR	135	AdditiveExpression	mxg -> buffer_ptr + mxg -> cache_size		2	0		+			
ANR	136	PtrMemberAccess	mxg -> buffer_ptr		2	0					
ANR	137	Identifier	mxg		2	0					
ANR	138	Identifier	buffer_ptr		2	1					
ANR	139	PtrMemberAccess	mxg -> cache_size		2	1					
ANR	140	Identifier	mxg		2	0					
ANR	141	Identifier	cache_size		2	1					
ANR	142	Argument	cache_size - mxg -> cache_size		2	2					
ANR	143	AdditiveExpression	cache_size - mxg -> cache_size		2	0		-			
ANR	144	Identifier	cache_size		2	0					
ANR	145	PtrMemberAccess	mxg -> cache_size		2	1					
ANR	146	Identifier	mxg		2	0					
ANR	147	Identifier	cache_size		2	1					
ANR	148	IfStatement	if ( ret < 0 )		2	11					
ANR	149	Condition	ret < 0	45:8:891:897	2	0	True				
ANR	150	RelationalExpression	ret < 0		2	0		<			
ANR	151	Identifier	ret		2	0					
ANR	152	PrimaryExpression	0		2	1					
ANR	153	ReturnStatement	return ret ;	47:8:909:919	2	1	True				
ANR	154	Identifier	ret		2	0					
ANR	155	ExpressionStatement	mxg -> cache_size += ret	51:4:928:950	2	12	True				
ANR	156	AssignmentExpression	mxg -> cache_size += ret		2	0		+=			
ANR	157	PtrMemberAccess	mxg -> cache_size		2	0					
ANR	158	Identifier	mxg		2	0					
ANR	159	Identifier	cache_size		2	1					
ANR	160	Identifier	ret		2	1					
ANR	161	ReturnStatement	return ret ;	55:4:959:969	2	13	True				
ANR	162	Identifier	ret		2	0					
ANR	163	ReturnType	static int		2	1					
ANR	164	Identifier	mxg_update_cache		2	2					
ANR	165	ParameterList	"AVFormatContext * s , unsigned int cache_size"		2	3					
ANR	166	Parameter	AVFormatContext * s	1:28:28:45	2	0	True				
ANR	167	ParameterType	AVFormatContext *		2	0					
ANR	168	Identifier	s		2	1					
ANR	169	Parameter	unsigned int cache_size	1:48:48:70	2	1	True				
ANR	170	ParameterType	unsigned int		2	0					
ANR	171	Identifier	cache_size		2	1					
ANR	172	CFGEntryNode	ENTRY		2		True				
ANR	173	CFGExitNode	EXIT		2		True				
ANR	174	Symbol	s -> priv_data		2						
ANR	175	Symbol	ret		2						
ANR	176	Symbol	ENOMEM		2						
ANR	177	Symbol	cache_size		2						
ANR	178	Symbol	* mxg		2						
ANR	179	Symbol	mxg -> buffer_ptr		2						
ANR	180	Symbol	mxg -> soi_ptr		2						
ANR	181	Symbol	soi_pos		2						
ANR	182	Symbol	s -> pb		2						
ANR	183	Symbol	& mxg -> buffer_size		2						
ANR	184	Symbol	av_fast_realloc		2						
ANR	185	Symbol	FF_INPUT_BUFFER_PADDING_SIZE		2						
ANR	186	Symbol	s		2						
ANR	187	Symbol	current_pos		2						
ANR	188	Symbol	AVERROR		2						
ANR	189	Symbol	avio_read		2						
ANR	190	Symbol	mxg		2						
ANR	191	Symbol	* s		2						
ANR	192	Symbol	mxg -> cache_size		2						
ANR	193	Symbol	mxg -> buffer		2						
