method,budget,seed,attempted,scored,eligible_scored,successes,success_rate,coverage_rate,mean_absolute_delta
random_graph::edge_add,1,7,58,58,30,1,0.03333333333333333,1.0,0.027039072988754347
random_graph::edge_add,1,17,58,58,30,0,0.0,1.0,0.029924055630155915
random_graph::edge_add,1,29,58,58,30,1,0.03333333333333333,1.0,0.06333780883038907
random_graph::edge_add,1,42,58,58,30,0,0.0,1.0,0.058083941300565774
random_graph::edge_add,1,61,58,58,30,0,0.0,1.0,0.036913610458810295
random_graph::edge_add,1,73,58,58,30,0,0.0,1.0,0.02420393243264429
random_graph::edge_add,1,89,58,58,30,2,0.06666666666666667,1.0,0.02796920401141127
random_graph::edge_add,1,101,58,58,30,1,0.03333333333333333,1.0,0.04351635056146284
random_graph::edge_add,1,137,58,58,30,1,0.03333333333333333,1.0,0.026599829986401716
random_graph::edge_add,1,2026,58,58,30,0,0.0,1.0,0.06304137231645283
random_graph::edge_add,3,7,58,58,30,1,0.03333333333333333,1.0,0.06019935705785046
random_graph::edge_add,3,17,58,58,30,1,0.03333333333333333,1.0,0.07200887456065104
random_graph::edge_add,3,29,58,58,30,1,0.03333333333333333,1.0,0.07885219201841032
random_graph::edge_add,3,42,58,58,30,0,0.0,1.0,0.06881269982713664
random_graph::edge_add,3,61,58,58,30,1,0.03333333333333333,1.0,0.027521430193381692
random_graph::edge_add,3,73,58,58,30,2,0.06666666666666667,1.0,0.12216520285364321
random_graph::edge_add,3,89,58,58,30,1,0.03333333333333333,1.0,0.026315908563317256
random_graph::edge_add,3,101,58,58,30,1,0.03333333333333333,1.0,0.07102155286460962
random_graph::edge_add,3,137,58,58,30,2,0.06666666666666667,1.0,0.07190686155407455
random_graph::edge_add,3,2026,58,58,30,2,0.06666666666666667,1.0,0.10073709159500141
random_graph::edge_add,5,7,58,58,30,1,0.03333333333333333,1.0,0.09718449021547831
random_graph::edge_add,5,17,58,58,30,1,0.03333333333333333,1.0,0.056117181460402794
random_graph::edge_add,5,29,58,58,30,1,0.03333333333333333,1.0,0.05136757375359309
random_graph::edge_add,5,42,58,58,30,0,0.0,1.0,0.08322482726147483
random_graph::edge_add,5,61,58,58,30,0,0.0,1.0,0.033992738106378546
random_graph::edge_add,5,73,58,58,30,0,0.0,1.0,0.11154851962813699
random_graph::edge_add,5,89,58,58,30,0,0.0,1.0,0.07543141923297494
random_graph::edge_add,5,101,58,58,30,1,0.03333333333333333,1.0,0.0920700897883605
random_graph::edge_add,5,137,58,58,30,3,0.1,1.0,0.09146403947506876
random_graph::edge_add,5,2026,58,58,30,2,0.06666666666666667,1.0,0.1061056820659076
random_graph::edge_add,7,7,58,58,30,1,0.03333333333333333,1.0,0.11194186457432427
random_graph::edge_add,7,17,58,58,30,1,0.03333333333333333,1.0,0.07007964424676925
random_graph::edge_add,7,29,58,58,30,0,0.0,1.0,0.0635134688523686
random_graph::edge_add,7,42,58,58,30,2,0.06666666666666667,1.0,0.11647823489668134
