method,budget,seed,attempted,scored,eligible_scored,successes,success_rate,coverage_rate,mean_absolute_delta
edge_add,1,7,58,58,30,1,0.03333333333333333,1.0,0.027039072301553186
edge_add,1,17,58,58,30,0,0.0,1.0,0.02992405603390936
edge_add,1,29,58,58,30,1,0.03333333333333333,1.0,0.06333780791713095
edge_add,1,42,58,58,30,0,0.0,1.0,0.05808394096267316
edge_add,1,61,58,58,30,0,0.0,1.0,0.03691361159645091
edge_add,1,73,58,58,30,0,0.0,1.0,0.024203933845924355
edge_add,1,89,58,58,30,2,0.06666666666666667,1.0,0.027969202819220523
edge_add,1,101,58,58,30,1,0.03333333333333333,1.0,0.04351635293869381
edge_add,1,137,58,58,30,1,0.03333333333333333,1.0,0.026599826766794586
edge_add,1,2026,58,58,30,0,0.0,1.0,0.06304137143236078
edge_add,3,7,58,58,30,1,0.03333333333333333,1.0,0.06019935703847026
edge_add,3,17,58,58,30,1,0.03333333333333333,1.0,0.07200887123400272
edge_add,3,29,58,58,30,1,0.03333333333333333,1.0,0.07885219161981642
edge_add,3,42,58,58,30,0,0.0,1.0,0.06881269923508695
edge_add,3,61,58,58,30,1,0.03333333333333333,1.0,0.02752142823053475
edge_add,3,73,58,58,30,2,0.06666666666666667,1.0,0.1221652035487189
edge_add,3,89,58,58,30,1,0.03333333333333333,1.0,0.026315907269011275
edge_add,3,101,58,58,30,1,0.03333333333333333,1.0,0.07102155325932857
edge_add,3,137,58,58,30,2,0.06666666666666667,1.0,0.07190686211313313
edge_add,3,2026,58,58,30,2,0.06666666666666667,1.0,0.10073708889116885
edge_add,5,7,58,58,30,1,0.03333333333333333,1.0,0.09718448980858982
edge_add,5,17,58,58,30,1,0.03333333333333333,1.0,0.05611718102159599
edge_add,5,29,58,58,30,1,0.03333333333333333,1.0,0.05136757328519938
edge_add,5,42,58,58,30,0,0.0,1.0,0.08322417334293834
edge_add,5,61,58,58,30,0,0.0,1.0,0.03399203853635156
edge_add,5,73,58,58,30,0,0.0,1.0,0.11154851975348291
edge_add,5,89,58,58,30,0,0.0,1.0,0.07543141832856057
edge_add,5,101,58,58,30,1,0.03333333333333333,1.0,0.09207009183240086
edge_add,5,137,58,58,30,3,0.1,1.0,0.0914640385664533
edge_add,5,2026,58,58,30,2,0.06666666666666667,1.0,0.10610568428363208
edge_delete,1,7,58,58,30,1,0.03333333333333333,1.0,0.023884480790751724
edge_delete,1,17,58,58,30,0,0.0,1.0,0.0049444787664286146
edge_delete,1,29,58,58,30,0,0.0,1.0,0.03330043994238776
edge_delete,1,42,58,58,30,0,0.0,1.0,0.02875167724909438
edge_delete,1,61,58,58,30,0,0.0,1.0,0.04104485565799759
edge_delete,1,73,58,58,30,0,0.0,1.0,0.009179115645238413
edge_delete,1,89,58,58,30,0,0.0,1.0,0.038662278214531436
edge_delete,1,101,58,58,30,1,0.03333333333333333,1.0,0.018602660118820544
edge_delete,1,137,58,58,30,0,0.0,1.0,0.03130289082455838
edge_delete,1,2026,58,58,30,0,0.0,1.0,0.0287980881371105
edge_delete,3,7,58,50,26,0,0.0,0.8620689655172413,0.05464432240701678
edge_delete,3,17,58,57,29,1,0.034482758620689655,0.9827586206896551,0.06624626509970245
edge_delete,3,29,58,50,26,2,0.07692307692307693,0.8620689655172413,0.06818041190753193
edge_delete,3,42,58,57,29,1,0.034482758620689655,0.9827586206896551,0.06521363080406652
edge_delete,3,61,58,57,29,0,0.0,0.9827586206896551,0.07427373705130544
edge_delete,3,73,58,48,25,1,0.04,0.8275862068965517,0.021681933570637982
