sample_id,source_file,action,count,applied_count,generation_status,run_status,flipped,base_label,variant_label,base_probability,variant_probability,delta_probability,base_nodes,variant_nodes,delta_nodes,base_edges,variant_edges,delta_edges,baseline_run_dir,variant_run_dir,variant_file,notes,error
00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\devign\00_codexglue_devign_9763.c,data_flow_alias,1,1,generated,ran,False,0,0,0.0005112718208692968,0.0005112718208692968,0.0,1152,1170,18,2411,2450,39,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\runs\baseline\00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\runs\perturbed\00_codexglue_devign_9763__data_flow_alias__c1,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\sources\00_codexglue_devign_9763__data_flow_alias__c1.c,inserted 1 alias-preserving data-flow no-op(s) near call arguments,
00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\devign\00_codexglue_devign_9763.c,data_flow_alias,2,2,generated,ran,False,0,0,0.0005112718208692968,0.0005112718208692968,0.0,1152,1190,38,2411,2488,77,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\runs\baseline\00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\runs\perturbed\00_codexglue_devign_9763__data_flow_alias__c2,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\sources\00_codexglue_devign_9763__data_flow_alias__c2.c,inserted 2 alias-preserving data-flow no-op(s) near call arguments,
00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\devign\00_codexglue_devign_9763.c,data_flow_alias,3,3,generated,ran,False,0,0,0.0005112718208692968,0.0005112718208692968,0.0,1152,1208,56,2411,2527,116,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\runs\baseline\00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\runs\perturbed\00_codexglue_devign_9763__data_flow_alias__c3,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\sources\00_codexglue_devign_9763__data_flow_alias__c3.c,inserted 3 alias-preserving data-flow no-op(s) near call arguments,
00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\devign\00_codexglue_devign_9763.c,data_flow_alias,5,5,generated,ran,False,0,0,0.0005112718208692968,0.0005112718208692968,0.0,1152,1246,94,2411,2604,193,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\runs\baseline\00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\runs\perturbed\00_codexglue_devign_9763__data_flow_alias__c5,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\sources\00_codexglue_devign_9763__data_flow_alias__c5.c,inserted 5 alias-preserving data-flow no-op(s) near call arguments,
00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\devign\00_codexglue_devign_9763.c,dead_statement,1,1,generated,ran,False,0,0,0.0005112718208692968,0.0005112718208692968,0.0,1152,1164,12,2411,2438,27,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\runs\baseline\00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\runs\perturbed\00_codexglue_devign_9763__dead_statement__c1,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\sources\00_codexglue_devign_9763__dead_statement__c1.c,inserted 1 harmless dummy integer statement pair(s) after first function brace,
00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\devign\00_codexglue_devign_9763.c,dead_statement,2,2,generated,ran,False,0,0,0.0005112718208692968,0.0005112718208692968,0.0,1152,1176,24,2411,2465,54,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\runs\baseline\00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\runs\perturbed\00_codexglue_devign_9763__dead_statement__c2,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\sources\00_codexglue_devign_9763__dead_statement__c2.c,inserted 2 harmless dummy integer statement pair(s) after first function brace,
00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\devign\00_codexglue_devign_9763.c,dead_statement,3,3,generated,ran,False,0,0,0.0005112718208692968,0.0005112718208692968,0.0,1152,1188,36,2411,2492,81,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\runs\baseline\00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\runs\perturbed\00_codexglue_devign_9763__dead_statement__c3,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\sources\00_codexglue_devign_9763__dead_statement__c3.c,inserted 3 harmless dummy integer statement pair(s) after first function brace,
00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\devign\00_codexglue_devign_9763.c,dead_statement,5,5,generated,ran,False,0,0,0.0005112718208692968,0.0005112718208692968,0.0,1152,1212,60,2411,2546,135,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\runs\baseline\00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\runs\perturbed\00_codexglue_devign_9763__dead_statement__c5,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\sources\00_codexglue_devign_9763__dead_statement__c5.c,inserted 5 harmless dummy integer statement pair(s) after first function brace,
00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\devign\00_codexglue_devign_9763.c,xfg_targeted_dead_code,1,1,generated,ran,False,0,0,0.0005112718208692968,0.0005112718208692968,0.0,1152,1168,16,2411,2447,36,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\runs\baseline\00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\runs\perturbed\00_codexglue_devign_9763__xfg_targeted_dead_code__c1,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\sources\00_codexglue_devign_9763__xfg_targeted_dead_code__c1.c,inserted 1 unreachable no-op block(s) near XFG-relevant target lines,
00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\devign\00_codexglue_devign_9763.c,xfg_targeted_dead_code,2,2,generated,ran,False,0,0,0.0005112718208692968,0.0005112718208692968,0.0,1152,1184,32,2411,2483,72,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\runs\baseline\00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\runs\perturbed\00_codexglue_devign_9763__xfg_targeted_dead_code__c2,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\sources\00_codexglue_devign_9763__xfg_targeted_dead_code__c2.c,inserted 2 unreachable no-op block(s) near XFG-relevant target lines,
