sample_id,action,strategy,seed,requested_count,applied_count,valid,baseline_nodes,baseline_edges,perturbed_nodes,perturbed_edges,delta_nodes,delta_edges,baseline_xfg_count,perturbed_xfg_count,baseline_probability,perturbed_probability,delta_probability,baseline_label,perturbed_label,flipped,runtime_ms,operations,validation_errors,error,target_mode,winner_xfg_category,winner_xfg_key_line,winner_xfg_probability,targeted_source_lines
00_cve-2022-48620,data_flow_alias,code_perturbation,,1,1,True,1696,3762,1712,3800,16,38,77,78,0.00044025862007401884,0.00047797529259696603,3.771667252294719e-05,0,0,False,6201.785526000094,inserted 1 alias-preserving data-flow no-op(s) near call arguments nearest baseline winner-XFG key line 53,,,winner-xfg,ptr,53,0.00044025862007401884,51
00_cve-2022-48620,data_flow_alias,code_perturbation,,2,2,True,1696,3762,1714,3801,18,39,77,78,0.00044025862007401884,0.00047797529259696603,3.771667252294719e-05,0,0,False,7477.322867999646,inserted 2 alias-preserving data-flow no-op(s) near call arguments nearest baseline winner-XFG key line 53,,,winner-xfg,ptr,53,0.00044025862007401884,"51,59"
00_cve-2022-48620,data_flow_alias,code_perturbation,,3,3,True,1696,3762,1734,3838,38,76,77,79,0.00044025862007401884,0.0016091573052108288,0.00116889868513681,0,0,False,6626.057419999597,inserted 3 alias-preserving data-flow no-op(s) near call arguments nearest baseline winner-XFG key line 53,,,winner-xfg,ptr,53,0.00044025862007401884,"51,59,46"
00_cve-2022-48620,data_flow_alias,code_perturbation,,5,5,True,1696,3762,1776,3915,80,153,77,81,0.00044025862007401884,0.0054281894117593765,0.004987930791685358,0,0,False,6306.71698200058,inserted 5 alias-preserving data-flow no-op(s) near call arguments nearest baseline winner-XFG key line 53,,,winner-xfg,ptr,53,0.00044025862007401884,"51,59,46,65,66"
00_cve-2022-48620,dead_statement,code_perturbation,,1,1,True,1696,3762,1708,3789,12,27,77,77,0.00044025862007401884,0.00047797529259696603,3.771667252294719e-05,0,0,False,6415.039896999588,inserted 1 harmless dummy integer statement pair(s) nearest baseline winner-XFG key line 53,,,winner-xfg,ptr,53,0.00044025862007401884,53
00_cve-2022-48620,dead_statement,code_perturbation,,2,2,True,1696,3762,1720,3816,24,54,77,77,0.00044025862007401884,0.04378660395741463,0.04334634533734061,0,0,False,5895.328952999989,inserted 2 harmless dummy integer statement pair(s) nearest baseline winner-XFG key line 53,,,winner-xfg,ptr,53,0.00044025862007401884,53
00_cve-2022-48620,dead_statement,code_perturbation,,3,3,True,1696,3762,1732,3843,36,81,77,77,0.00044025862007401884,0.00044025862007401884,0.0,0,0,False,5714.452879999953,inserted 3 harmless dummy integer statement pair(s) nearest baseline winner-XFG key line 53,,,winner-xfg,ptr,53,0.00044025862007401884,53
00_cve-2022-48620,dead_statement,code_perturbation,,5,5,True,1696,3762,1756,3897,60,135,77,77,0.00044025862007401884,0.00044025862007401884,0.0,0,0,False,5522.399018000215,inserted 5 harmless dummy integer statement pair(s) nearest baseline winner-XFG key line 53,,,winner-xfg,ptr,53,0.00044025862007401884,53
00_cve-2022-48620,xfg_targeted_dead_code,code_perturbation,,1,1,True,1696,3762,1712,3798,16,36,77,77,0.00044025862007401884,0.04378660395741463,0.04334634533734061,0,0,False,5594.5221639995,inserted 1 unreachable no-op block(s) near XFG-relevant target lines nearest baseline winner-XFG key line 53,,,winner-xfg,ptr,53,0.00044025862007401884,53
00_cve-2022-48620,xfg_targeted_dead_code,code_perturbation,,2,2,True,1696,3762,1728,3834,32,72,77,77,0.00044025862007401884,0.00044025862007401884,0.0,0,0,False,5603.269127000203,inserted 2 unreachable no-op block(s) near XFG-relevant target lines nearest baseline winner-XFG key line 53,,,winner-xfg,ptr,53,0.00044025862007401884,"53,51"
