sample_id,source_file,action,target_mode,winner_xfg_category,winner_xfg_key_line,winner_xfg_probability,targeted_source_lines,count,applied_count,generation_status,run_status,flipped,base_label,variant_label,base_probability,variant_probability,delta_probability,base_nodes,variant_nodes,delta_nodes,base_edges,variant_edges,delta_edges,baseline_run_dir,variant_run_dir,variant_file,notes,error
00_cve-2022-48620,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\cvefixes\vulnerable\00_cve-2022-48620.c,data_flow_alias,winner-xfg,ptr,53,0.00044025862007401884,51,1,1,generated,ran,False,0,0,0.00044025862007401884,0.00047797529259696603,3.771667252294719e-05,1696,1712,16,3762,3800,38,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cvefixes_winner_xfg_round1\runs\baseline\00_cve-2022-48620,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cvefixes_winner_xfg_round1\runs\perturbed\00_cve-2022-48620__data_flow_alias__c1,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cvefixes_winner_xfg_round1\sources\00_cve-2022-48620__data_flow_alias__c1.c,inserted 1 alias-preserving data-flow no-op(s) near call arguments nearest baseline winner-XFG key line 53,
00_cve-2022-48620,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\cvefixes\vulnerable\00_cve-2022-48620.c,data_flow_alias,winner-xfg,ptr,53,0.00044025862007401884,"51,59",2,2,generated,ran,False,0,0,0.00044025862007401884,0.00047797529259696603,3.771667252294719e-05,1696,1714,18,3762,3801,39,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cvefixes_winner_xfg_round1\runs\baseline\00_cve-2022-48620,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cvefixes_winner_xfg_round1\runs\perturbed\00_cve-2022-48620__data_flow_alias__c2,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cvefixes_winner_xfg_round1\sources\00_cve-2022-48620__data_flow_alias__c2.c,inserted 2 alias-preserving data-flow no-op(s) near call arguments nearest baseline winner-XFG key line 53,
00_cve-2022-48620,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\cvefixes\vulnerable\00_cve-2022-48620.c,data_flow_alias,winner-xfg,ptr,53,0.00044025862007401884,"51,59,46",3,3,generated,ran,False,0,0,0.00044025862007401884,0.0016091573052108288,0.00116889868513681,1696,1734,38,3762,3838,76,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cvefixes_winner_xfg_round1\runs\baseline\00_cve-2022-48620,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cvefixes_winner_xfg_round1\runs\perturbed\00_cve-2022-48620__data_flow_alias__c3,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cvefixes_winner_xfg_round1\sources\00_cve-2022-48620__data_flow_alias__c3.c,inserted 3 alias-preserving data-flow no-op(s) near call arguments nearest baseline winner-XFG key line 53,
00_cve-2022-48620,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\cvefixes\vulnerable\00_cve-2022-48620.c,data_flow_alias,winner-xfg,ptr,53,0.00044025862007401884,"51,59,46,65,66",5,5,generated,ran,False,0,0,0.00044025862007401884,0.0054281894117593765,0.004987930791685358,1696,1776,80,3762,3915,153,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cvefixes_winner_xfg_round1\runs\baseline\00_cve-2022-48620,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cvefixes_winner_xfg_round1\runs\perturbed\00_cve-2022-48620__data_flow_alias__c5,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cvefixes_winner_xfg_round1\sources\00_cve-2022-48620__data_flow_alias__c5.c,inserted 5 alias-preserving data-flow no-op(s) near call arguments nearest baseline winner-XFG key line 53,
00_cve-2022-48620,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\cvefixes\vulnerable\00_cve-2022-48620.c,dead_statement,winner-xfg,ptr,53,0.00044025862007401884,53,1,1,generated,ran,False,0,0,0.00044025862007401884,0.00047797529259696603,3.771667252294719e-05,1696,1708,12,3762,3789,27,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cvefixes_winner_xfg_round1\runs\baseline\00_cve-2022-48620,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cvefixes_winner_xfg_round1\runs\perturbed\00_cve-2022-48620__dead_statement__c1,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cvefixes_winner_xfg_round1\sources\00_cve-2022-48620__dead_statement__c1.c,inserted 1 harmless dummy integer statement pair(s) nearest baseline winner-XFG key line 53,
00_cve-2022-48620,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\cvefixes\vulnerable\00_cve-2022-48620.c,dead_statement,winner-xfg,ptr,53,0.00044025862007401884,53,2,2,generated,ran,False,0,0,0.00044025862007401884,0.04378660395741463,0.04334634533734061,1696,1720,24,3762,3816,54,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cvefixes_winner_xfg_round1\runs\baseline\00_cve-2022-48620,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cvefixes_winner_xfg_round1\runs\perturbed\00_cve-2022-48620__dead_statement__c2,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cvefixes_winner_xfg_round1\sources\00_cve-2022-48620__dead_statement__c2.c,inserted 2 harmless dummy integer statement pair(s) nearest baseline winner-XFG key line 53,
00_cve-2022-48620,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\cvefixes\vulnerable\00_cve-2022-48620.c,dead_statement,winner-xfg,ptr,53,0.00044025862007401884,53,3,3,generated,ran,False,0,0,0.00044025862007401884,0.00044025862007401884,0.0,1696,1732,36,3762,3843,81,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cvefixes_winner_xfg_round1\runs\baseline\00_cve-2022-48620,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cvefixes_winner_xfg_round1\runs\perturbed\00_cve-2022-48620__dead_statement__c3,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cvefixes_winner_xfg_round1\sources\00_cve-2022-48620__dead_statement__c3.c,inserted 3 harmless dummy integer statement pair(s) nearest baseline winner-XFG key line 53,
00_cve-2022-48620,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\cvefixes\vulnerable\00_cve-2022-48620.c,dead_statement,winner-xfg,ptr,53,0.00044025862007401884,53,5,5,generated,ran,False,0,0,0.00044025862007401884,0.00044025862007401884,0.0,1696,1756,60,3762,3897,135,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cvefixes_winner_xfg_round1\runs\baseline\00_cve-2022-48620,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cvefixes_winner_xfg_round1\runs\perturbed\00_cve-2022-48620__dead_statement__c5,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cvefixes_winner_xfg_round1\sources\00_cve-2022-48620__dead_statement__c5.c,inserted 5 harmless dummy integer statement pair(s) nearest baseline winner-XFG key line 53,
00_cve-2022-48620,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\cvefixes\vulnerable\00_cve-2022-48620.c,xfg_targeted_dead_code,winner-xfg,ptr,53,0.00044025862007401884,53,1,1,generated,ran,False,0,0,0.00044025862007401884,0.04378660395741463,0.04334634533734061,1696,1712,16,3762,3798,36,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cvefixes_winner_xfg_round1\runs\baseline\00_cve-2022-48620,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cvefixes_winner_xfg_round1\runs\perturbed\00_cve-2022-48620__xfg_targeted_dead_code__c1,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cvefixes_winner_xfg_round1\sources\00_cve-2022-48620__xfg_targeted_dead_code__c1.c,inserted 1 unreachable no-op block(s) near XFG-relevant target lines nearest baseline winner-XFG key line 53,
00_cve-2022-48620,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\cvefixes\vulnerable\00_cve-2022-48620.c,xfg_targeted_dead_code,winner-xfg,ptr,53,0.00044025862007401884,"53,51",2,2,generated,ran,False,0,0,0.00044025862007401884,0.00044025862007401884,0.0,1696,1728,32,3762,3834,72,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cvefixes_winner_xfg_round1\runs\baseline\00_cve-2022-48620,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cvefixes_winner_xfg_round1\runs\perturbed\00_cve-2022-48620__xfg_targeted_dead_code__c2,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\run_20260723_code_cvefixes_winner_xfg_round1\sources\00_cve-2022-48620__xfg_targeted_dead_code__c2.c,inserted 2 unreachable no-op block(s) near XFG-relevant target lines nearest baseline winner-XFG key line 53,
