command	key	type	code	location	functionId	childNum	isCFGNode	operator	baseType	completeType	identifier
ANR	1	File	/repo/outputs/run_20260731_014428_code_all_input_sources/runs/perturbed/devign__01_vulnerable_static_uint32_t_sh_serial_ioport_rea__pattern_dead_code__c1/_work/source/devign__01_vulnerable_static_uint32_t_sh_serial_ioport_rea__pattern_dead_code__c1.c								
ANR	2	Function	sh_serial_ioport_read	1:0:0:2666							
ANR	3	FunctionDef	"sh_serial_ioport_read (void * opaque , uint32_t offs)"		2	0					
ANR	4	CompoundStatement		3:0:68:2666	2	0					
ANR	5	IfStatement	if ( 0 )		2	0					
ANR	6	Condition	0	5:8:79:79	2	0	True				
ANR	7	PrimaryExpression	0		2	0					
ANR	8	CompoundStatement		6:8:89:127	2	1					
ANR	9	IdentifierDeclStatement	char dwk_src_1 [ 8 ] = { 0 } ;	6:8:92:115	2	0	True				
ANR	10	IdentifierDecl	dwk_src_1 [ 8 ] = { 0 }		2	0					
ANR	11	IdentifierDeclType	char [ 8 ]		2	0					
ANR	12	Identifier	dwk_src_1		2	1					
ANR	13	PrimaryExpression	8		2	2					
ANR	14	AssignmentExpression	dwk_src_1 [ 8 ] = { 0 }		2	3		=			
ANR	15	Identifier	dwk_src_1		2	0					
ANR	16	InitializerList	0		2	1					
ANR	17	PrimaryExpression	0		2	0					
ANR	18	IdentifierDeclStatement	char dwk_dst_1 [ 8 ] = { 0 } ;	7:8:125:148	2	1	True				
ANR	19	IdentifierDecl	dwk_dst_1 [ 8 ] = { 0 }		2	0					
ANR	20	IdentifierDeclType	char [ 8 ]		2	0					
ANR	21	Identifier	dwk_dst_1		2	1					
ANR	22	PrimaryExpression	8		2	2					
ANR	23	AssignmentExpression	dwk_dst_1 [ 8 ] = { 0 }		2	3		=			
ANR	24	Identifier	dwk_dst_1		2	0					
ANR	25	InitializerList	0		2	1					
ANR	26	PrimaryExpression	0		2	0					
ANR	27	IdentifierDeclStatement	int dwk_len_1 = ( int ) sizeof ( dwk_dst_1 ) ;	8:8:158:196	2	2	True				
ANR	28	IdentifierDecl	dwk_len_1 = ( int ) sizeof ( dwk_dst_1 )		2	0					
ANR	29	IdentifierDeclType	int		2	0					
ANR	30	Identifier	dwk_len_1		2	1					
ANR	31	AssignmentExpression	dwk_len_1 = ( int ) sizeof ( dwk_dst_1 )		2	2		=			
ANR	32	Identifier	dwk_len_1		2	0					
ANR	33	CastExpression	( int ) sizeof ( dwk_dst_1 )		2	1					
ANR	34	CastTarget	int		2	0					
ANR	35	SizeofExpression	sizeof ( dwk_dst_1 )		2	1					
ANR	36	Sizeof	sizeof		2	0					
ANR	37	SizeofOperand	dwk_dst_1		2	1					
