command	key	type	code	location	functionId	childNum	isCFGNode	operator	baseType	completeType	identifier
ANR	1	File	/repo/outputs/run_20260731_014428_code_all_input_sources/runs/perturbed/devign__04_non_vulnerable_static_av_always_inline_int_dnxhd_de__control_wrapper__c1/_work/source/devign__04_non_vulnerable_static_av_always_inline_int_dnxhd_de__control_wrapper__c1.c								
ANR	2	Function	dnxhd_decode_dct_block	1:0:0:3291							
ANR	3	FunctionDef	"dnxhd_decode_dct_block (const DNXHDContext * ctx , RowContext * row , int n , int index_bits , int level_bias , int level_shift)"		2	0					
ANR	4	CompoundStatement		13:0:410:3291	2	0					
ANR	5	IdentifierDeclStatement	"int i , j , index1 , index2 , len , flags ;"	15:4:417:453	2	0	True				
ANR	6	IdentifierDecl	i		2	0					
ANR	7	IdentifierDeclType	int		2	0					
ANR	8	Identifier	i		2	1					
ANR	9	IdentifierDecl	j		2	1					
ANR	10	IdentifierDeclType	int		2	0					
ANR	11	Identifier	j		2	1					
ANR	12	IdentifierDecl	index1		2	2					
ANR	13	IdentifierDeclType	int		2	0					
ANR	14	Identifier	index1		2	1					
ANR	15	IdentifierDecl	index2		2	3					
ANR	16	IdentifierDeclType	int		2	0					
ANR	17	Identifier	index2		2	1					
ANR	18	IdentifierDecl	len		2	4					
ANR	19	IdentifierDeclType	int		2	0					
ANR	20	Identifier	len		2	1					
ANR	21	IdentifierDecl	flags		2	5					
ANR	22	IdentifierDeclType	int		2	0					
ANR	23	Identifier	flags		2	1					
ANR	24	IdentifierDeclStatement	"int level , component , sign ;"	17:4:460:486	2	1	True				
ANR	25	IdentifierDecl	level		2	0					
ANR	26	IdentifierDeclType	int		2	0					
ANR	27	Identifier	level		2	1					
ANR	28	IdentifierDecl	component		2	1					
ANR	29	IdentifierDeclType	int		2	0					
ANR	30	Identifier	component		2	1					
ANR	31	IdentifierDecl	sign		2	2					
ANR	32	IdentifierDeclType	int		2	0					
ANR	33	Identifier	sign		2	1					
ANR	34	IdentifierDeclStatement	const int * scale ;	19:4:493:509	2	2	True				
ANR	35	IdentifierDecl	* scale		2	0					
ANR	36	IdentifierDeclType	const int *		2	0					
ANR	37	Identifier	scale		2	1					
ANR	38	IdentifierDeclStatement	const uint8_t * weight_matrix ;	21:4:516:544	2	3	True				
ANR	39	IdentifierDecl	* weight_matrix		2	0					
ANR	40	IdentifierDeclType	const uint8_t *		2	0					
ANR	41	Identifier	weight_matrix		2	1					
ANR	42	IdentifierDeclStatement	const uint8_t * ac_level = ctx -> cid_table -> ac_level ;	23:4:551:601	2	4	True				
ANR	43	IdentifierDecl	* ac_level = ctx -> cid_table -> ac_level		2	0					
ANR	44	IdentifierDeclType	const uint8_t *		2	0					
ANR	45	Identifier	ac_level		2	1					
ANR	46	AssignmentExpression	* ac_level = ctx -> cid_table -> ac_level		2	2		=			
ANR	47	Identifier	ac_level		2	0					
ANR	48	PtrMemberAccess	ctx -> cid_table -> ac_level		2	1					
ANR	49	PtrMemberAccess	ctx -> cid_table		2	0					
ANR	50	Identifier	ctx		2	0					
ANR	51	Identifier	cid_table		2	1					
ANR	52	Identifier	ac_level		2	1					
ANR	53	IdentifierDeclStatement	const uint8_t * ac_flags = ctx -> cid_table -> ac_flags ;	25:4:608:658	2	5	True				
ANR	54	IdentifierDecl	* ac_flags = ctx -> cid_table -> ac_flags		2	0					
ANR	55	IdentifierDeclType	const uint8_t *		2	0					
ANR	56	Identifier	ac_flags		2	1					
ANR	57	AssignmentExpression	* ac_flags = ctx -> cid_table -> ac_flags		2	2		=			
ANR	58	Identifier	ac_flags		2	0					
ANR	59	PtrMemberAccess	ctx -> cid_table -> ac_flags		2	1					
ANR	60	PtrMemberAccess	ctx -> cid_table		2	0					
ANR	61	Identifier	ctx		2	0					
ANR	62	Identifier	cid_table		2	1					
ANR	63	Identifier	ac_flags		2	1					
ANR	64	IdentifierDeclStatement	int16_t * block = row -> blocks [ n ] ;	27:4:665:696	2	6	True				
ANR	65	IdentifierDecl	* block = row -> blocks [ n ]		2	0					
ANR	66	IdentifierDeclType	int16_t *		2	0					
ANR	67	Identifier	block		2	1					
ANR	68	AssignmentExpression	* block = row -> blocks [ n ]		2	2		=			
ANR	69	Identifier	block		2	0					
ANR	70	ArrayIndexing	row -> blocks [ n ]		2	1					
ANR	71	PtrMemberAccess	row -> blocks		2	0					
ANR	72	Identifier	row		2	0					
ANR	73	Identifier	blocks		2	1					
ANR	74	Identifier	n		2	1					
ANR	75	IdentifierDeclStatement	const int eob_index = ctx -> cid_table -> eob_index ;	29:4:703:754	2	7	True				
ANR	76	IdentifierDecl	eob_index = ctx -> cid_table -> eob_index		2	0					
ANR	77	IdentifierDeclType	const int		2	0					
ANR	78	Identifier	eob_index		2	1					
ANR	79	AssignmentExpression	eob_index = ctx -> cid_table -> eob_index		2	2		=			
ANR	80	Identifier	eob_index		2	0					
ANR	81	PtrMemberAccess	ctx -> cid_table -> eob_index		2	1					
ANR	82	PtrMemberAccess	ctx -> cid_table		2	0					
ANR	83	Identifier	ctx		2	0					
ANR	84	Identifier	cid_table		2	1					
ANR	85	Identifier	eob_index		2	1					
ANR	86	IdentifierDeclStatement	int ret = 0 ;	31:4:761:772	2	8	True				
ANR	87	IdentifierDecl	ret = 0		2	0					
ANR	88	IdentifierDeclType	int		2	0					
ANR	89	Identifier	ret		2	1					
ANR	90	AssignmentExpression	ret = 0		2	2		=			
ANR	91	Identifier	ret		2	0					
ANR	92	PrimaryExpression	0		2	1					
ANR	93	IfStatement	if ( 1 )		2	9					
ANR	94	Condition	1	33:8:783:783	2	0	True				
ANR	95	PrimaryExpression	1		2	0					
ANR	96	CompoundStatement		21:11:375:375	2	1					
ANR	97	ExpressionStatement	"OPEN_READER ( bs , & row -> gb )"	34:8:796:821	2	0	True				
ANR	98	CallExpression	"OPEN_READER ( bs , & row -> gb )"		2	0					
ANR	99	Callee	OPEN_READER		2	0					
ANR	100	Identifier	OPEN_READER		2	0					
ANR	101	ArgumentList	bs		2	1					
ANR	102	Argument	bs		2	0					
ANR	103	Identifier	bs		2	0					
ANR	104	Argument	& row -> gb		2	1					
ANR	105	UnaryOperationExpression	& row -> gb		2	0					
ANR	106	UnaryOperator	&		2	0					
ANR	107	PtrMemberAccess	row -> gb		2	1					
ANR	108	Identifier	row		2	0					
ANR	109	Identifier	gb		2	1					
ANR	110	ExpressionStatement	ctx -> bdsp . clear_block ( block )	39:4:836:864	2	10	True				
ANR	111	CallExpression	ctx -> bdsp . clear_block ( block )		2	0					
ANR	112	Callee	ctx -> bdsp . clear_block		2	0					
ANR	113	MemberAccess	ctx -> bdsp . clear_block		2	0					
ANR	114	PtrMemberAccess	ctx -> bdsp		2	0					
ANR	115	Identifier	ctx		2	0					
ANR	116	Identifier	bdsp		2	1					
ANR	117	Identifier	clear_block		2	1					
ANR	118	ArgumentList	block		2	1					
ANR	119	Argument	block		2	0					
ANR	120	Identifier	block		2	0					
ANR	121	IfStatement	if ( ! ctx -> is_444 )		2	11					
ANR	122	Condition	! ctx -> is_444	43:8:877:888	2	0	True				
ANR	123	UnaryOperationExpression	! ctx -> is_444		2	0					
ANR	124	UnaryOperator	!		2	0					
ANR	125	PtrMemberAccess	ctx -> is_444		2	1					
ANR	126	Identifier	ctx		2	0					
ANR	127	Identifier	is_444		2	1					
ANR	128	CompoundStatement		31:22:480:480	2	1					
ANR	129	IfStatement	if ( n & 2 )		2	0					
ANR	130	Condition	n & 2	45:12:906:910	2	0	True				
ANR	131	BitAndExpression	n & 2		2	0		&			
ANR	132	Identifier	n		2	0					
ANR	133	PrimaryExpression	2		2	1					
ANR	134	CompoundStatement		33:19:502:502	2	1					
ANR	135	ExpressionStatement	component = 1 + ( n & 1 )	47:12:928:955	2	0	True				
ANR	136	AssignmentExpression	component = 1 + ( n & 1 )		2	0		=			
ANR	137	Identifier	component		2	0					
ANR	138	AdditiveExpression	1 + ( n & 1 )		2	1		+			
ANR	139	PrimaryExpression	1		2	0					
ANR	140	BitAndExpression	n & 1		2	1		&			
ANR	141	Identifier	n		2	0					
ANR	142	PrimaryExpression	1		2	1					
ANR	143	ExpressionStatement	scale = row -> chroma_scale	49:12:970:995	2	1	True				
ANR	144	AssignmentExpression	scale = row -> chroma_scale		2	0		=			
ANR	145	Identifier	scale		2	0					
ANR	146	PtrMemberAccess	row -> chroma_scale		2	1					
ANR	147	Identifier	row		2	0					
ANR	148	Identifier	chroma_scale		2	1					
ANR	149	ExpressionStatement	weight_matrix = ctx -> cid_table -> chroma_weight	51:12:1010:1055	2	2	True				
ANR	150	AssignmentExpression	weight_matrix = ctx -> cid_table -> chroma_weight		2	0		=			
ANR	151	Identifier	weight_matrix		2	0					
ANR	152	PtrMemberAccess	ctx -> cid_table -> chroma_weight		2	1					
ANR	153	PtrMemberAccess	ctx -> cid_table		2	0					
ANR	154	Identifier	ctx		2	0					
ANR	155	Identifier	cid_table		2	1					
ANR	156	Identifier	chroma_weight		2	1					
ANR	157	ElseStatement	else		2	0					
ANR	158	CompoundStatement		41:15:662:662	2	0					
ANR	159	ExpressionStatement	component = 0	55:12:1088:1105	2	0	True				
ANR	160	AssignmentExpression	component = 0		2	0		=			
ANR	161	Identifier	component		2	0					
ANR	162	PrimaryExpression	0		2	1					
ANR	163	ExpressionStatement	scale = row -> luma_scale	57:12:1120:1143	2	1	True				
ANR	164	AssignmentExpression	scale = row -> luma_scale		2	0		=			
ANR	165	Identifier	scale		2	0					
ANR	166	PtrMemberAccess	row -> luma_scale		2	1					
ANR	167	Identifier	row		2	0					
ANR	168	Identifier	luma_scale		2	1					
ANR	169	ExpressionStatement	weight_matrix = ctx -> cid_table -> luma_weight	59:12:1158:1201	2	2	True				
ANR	170	AssignmentExpression	weight_matrix = ctx -> cid_table -> luma_weight		2	0		=			
ANR	171	Identifier	weight_matrix		2	0					
ANR	172	PtrMemberAccess	ctx -> cid_table -> luma_weight		2	1					
ANR	173	PtrMemberAccess	ctx -> cid_table		2	0					
ANR	174	Identifier	ctx		2	0					
ANR	175	Identifier	cid_table		2	1					
ANR	176	Identifier	luma_weight		2	1					
ANR	177	ElseStatement	else		2	0					
ANR	178	CompoundStatement		51:11:815:815	2	0					
ANR	179	ExpressionStatement	component = ( n >> 1 ) % 3	65:8:1237:1261	2	0	True				
ANR	180	AssignmentExpression	component = ( n >> 1 ) % 3		2	0		=			
ANR	181	Identifier	component		2	0					
ANR	182	MultiplicativeExpression	( n >> 1 ) % 3		2	1		%			
ANR	183	ShiftExpression	n >> 1		2	0		>>			
ANR	184	Identifier	n		2	0					
ANR	185	PrimaryExpression	1		2	1					
ANR	186	PrimaryExpression	3		2	1					
ANR	187	IfStatement	if ( component )		2	1					
