command	key	type	code	location	functionId	childNum	isCFGNode	operator	baseType	completeType	identifier
ANR	1	File	/repo/outputs/run_20260731_014428_code_all_input_sources/runs/perturbed/devign__19_non_vulnerable_const_char_get_feature_xml__xfg_targeted_dead_code__c1/_work/source/devign__19_non_vulnerable_const_char_get_feature_xml__xfg_targeted_dead_code__c1.c								
ANR	2	Function	get_feature_xml	1:0:0:1369							
ANR	3	FunctionDef	"get_feature_xml (CPUState * env , const char * p , const char * * newp)"		2	0					
ANR	4	CompoundStatement		3:0:78:1369	2	0					
ANR	5	IfStatement	if ( 0 )		2	0					
ANR	6	Condition	0	5:8:89:89	2	0	True				
ANR	7	PrimaryExpression	0		2	0					
ANR	8	CompoundStatement		4:8:23:46	2	1					
ANR	9	IdentifierDeclStatement	int dwk_xfg_guard_1 = 1 ;	6:8:102:125	2	0	True				
ANR	10	IdentifierDecl	dwk_xfg_guard_1 = 1		2	0					
ANR	11	IdentifierDeclType	int		2	0					
ANR	12	Identifier	dwk_xfg_guard_1		2	1					
ANR	13	AssignmentExpression	dwk_xfg_guard_1 = 1		2	2		=			
ANR	14	Identifier	dwk_xfg_guard_1		2	0					
ANR	15	PrimaryExpression	1		2	1					
ANR	16	ExpressionStatement	dwk_xfg_guard_1 += 0	7:8:135:155	2	1	True				
ANR	17	AssignmentExpression	dwk_xfg_guard_1 += 0		2	0		+=			
ANR	18	Identifier	dwk_xfg_guard_1		2	0					
ANR	19	PrimaryExpression	0		2	1					
ANR	20	Statement	extern	9:4:167:172	2	1	True				
ANR	21	Statement	const	9:11:174:178	2	2	True				
ANR	22	Statement	char	9:17:180:183	2	3	True				
ANR	23	Statement	*	9:22:185:185	2	4	True				
ANR	24	Statement	const	9:23:186:190	2	5	True				
ANR	25	Statement	xml_builtin	9:29:192:202	2	6	True				
ANR	26	Statement	[	9:40:203:203	2	7	True				
ANR	27	Statement	]	9:41:204:204	2	8	True				
ANR	28	Statement	[	9:42:205:205	2	9	True				
ANR	29	Statement	2	9:43:206:206	2	10	True				
ANR	30	Statement	]	9:44:207:207	2	11	True				
ANR	31	ExpressionStatement		9:45:208:208	2	12	True				
ANR	32	IdentifierDeclStatement	size_t len ;	11:4:215:225	2	13	True				
ANR	33	IdentifierDecl	len		2	0					
ANR	34	IdentifierDeclType	size_t		2	0					
ANR	35	Identifier	len		2	1					
ANR	36	IdentifierDeclStatement	int i ;	13:4:232:237	2	14	True				
ANR	37	IdentifierDecl	i		2	0					
ANR	38	IdentifierDeclType	int		2	0					
ANR	39	Identifier	i		2	1					
