command	key	type	code	location	functionId	childNum	isCFGNode	operator	baseType	completeType	identifier
ANR	1	File	/repo/outputs/run_20260731_124703_code_all_input_sources/runs/perturbed/devign__15_vulnerable_static_void_mm_rearm_timer__data_flow_alias__c1/_work/source/devign__15_vulnerable_static_void_mm_rearm_timer__data_flow_alias__c1.c								
ANR	2	Function	mm_rearm_timer	1:0:0:765							
ANR	3	FunctionDef	"mm_rearm_timer (struct qemu_alarm_timer * t , int64_t delta)"		2	0					
ANR	4	CompoundStatement		3:0:71:765	2	0					
ANR	5	IdentifierDeclStatement	int nearest_delta_ms = ( delta + 999999 ) / 1000000 ;	5:4:78:127	2	0	True				
ANR	6	IdentifierDecl	nearest_delta_ms = ( delta + 999999 ) / 1000000		2	0					
ANR	7	IdentifierDeclType	int		2	0					
ANR	8	Identifier	nearest_delta_ms		2	1					
ANR	9	AssignmentExpression	nearest_delta_ms = ( delta + 999999 ) / 1000000		2	2		=			
ANR	10	Identifier	nearest_delta_ms		2	0					
ANR	11	MultiplicativeExpression	( delta + 999999 ) / 1000000		2	1		/			
ANR	12	AdditiveExpression	delta + 999999		2	0		+			
ANR	13	Identifier	delta		2	0					
ANR	14	PrimaryExpression	999999		2	1					
ANR	15	PrimaryExpression	1000000		2	1					
ANR	16	IfStatement	if ( nearest_delta_ms < 1 )		2	1					
ANR	17	Condition	nearest_delta_ms < 1	7:8:138:157	2	0	True				
ANR	18	RelationalExpression	nearest_delta_ms < 1		2	0		<			
ANR	19	Identifier	nearest_delta_ms		2	0					
ANR	20	PrimaryExpression	1		2	1					
ANR	21	CompoundStatement		5:30:88:88	2	1					
ANR	22	ExpressionStatement	nearest_delta_ms = 1	9:8:171:191	2	0	True				
ANR	23	AssignmentExpression	nearest_delta_ms = 1		2	0		=			
ANR	24	Identifier	nearest_delta_ms		2	0					
ANR	25	PrimaryExpression	1		2	1					
ANR	26	IdentifierDeclStatement	void * dwk_alias_1 = ( void * ) ( mm_timer ) ;	15:4:207:245	2	2	True				
ANR	27	IdentifierDecl	* dwk_alias_1 = ( void * ) ( mm_timer )		2	0					
ANR	28	IdentifierDeclType	void *		2	0					
ANR	29	Identifier	dwk_alias_1		2	1					
ANR	30	AssignmentExpression	* dwk_alias_1 = ( void * ) ( mm_timer )		2	2		=			
ANR	31	Identifier	dwk_alias_1		2	0					
ANR	32	CastExpression	( void * ) ( mm_timer )		2	1					
ANR	33	CastTarget	void *		2	0					
ANR	34	Identifier	mm_timer		2	1					
ANR	35	ExpressionStatement	dwk_alias_1 = ( void * ) ( ( char * ) dwk_alias_1 + 0 )	16:4:251:298	2	3	True				
ANR	36	AssignmentExpression	dwk_alias_1 = ( void * ) ( ( char * ) dwk_alias_1 + 0 )		2	0		=			
ANR	37	Identifier	dwk_alias_1		2	0					
ANR	38	CastExpression	( void * ) ( ( char * ) dwk_alias_1 + 0 )		2	1					
ANR	39	CastTarget	void *		2	0					
ANR	40	AdditiveExpression	( char * ) dwk_alias_1 + 0		2	1		+			
ANR	41	CastExpression	( char * ) dwk_alias_1		2	0					
ANR	42	CastTarget	char *		2	0					
ANR	43	Identifier	dwk_alias_1		2	1					
ANR	44	PrimaryExpression	0		2	1					
ANR	45	ExpressionStatement	timeKillEvent ( mm_timer )	17:4:304:327	2	4	True				
ANR	46	CallExpression	timeKillEvent ( mm_timer )		2	0					
ANR	47	Callee	timeKillEvent		2	0					
ANR	48	Identifier	timeKillEvent		2	0					
ANR	49	ArgumentList	mm_timer		2	1					
