sample_id,action,strategy,seed,requested_count,applied_count,valid,baseline_nodes,baseline_edges,perturbed_nodes,perturbed_edges,delta_nodes,delta_edges,baseline_xfg_count,perturbed_xfg_count,baseline_probability,perturbed_probability,delta_probability,baseline_label,perturbed_label,flipped,runtime_ms,operations,validation_errors,error
00_codexglue_devign_9763,node_add,random,42,1,1,True,98,215,99,216,1,1,50,50,0.0005112715298309922,0.0005112715298309922,0.0,0,0,False,149.31110000000024,"[{""step"": 1, ""action"": ""node_add"", ""target_nodes"": [243, -1], ""removed_edges"": [], ""added_edges"": [[243, -1, ""d""]], ""details"": ""added synthetic node -1 using source line 243""}]",[],
00_codexglue_devign_9763,node_delete,random,42,1,1,True,98,215,97,213,-1,-2,50,50,0.0005112715298309922,0.0005112715298309922,0.0,0,0,False,201.48600000000096,"[{""step"": 1, ""action"": ""node_delete"", ""target_nodes"": [77], ""removed_edges"": [[53, 77, ""c""], [63, 77, ""d""]], ""added_edges"": [], ""details"": ""deleted non-key node 77 and its incident edges""}]",[],
00_codexglue_devign_9763,node_attribute_modify,random,42,1,1,True,98,215,98,215,0,0,50,50,0.0005112715298309922,0.0005112715298309922,0.0,0,0,False,131.54560000000083,"[{""step"": 1, ""action"": ""node_attribute_modify"", ""target_nodes"": [215, 21], ""removed_edges"": [], ""added_edges"": [], ""details"": ""changed node 215 token source from line 215 to line 21""}]",[],
00_codexglue_devign_9763,edge_add,random,42,1,1,True,98,215,98,216,0,1,50,50,0.0005112715298309922,0.0005112715298309922,0.0,0,0,False,137.11559999999957,"[{""step"": 1, ""action"": ""edge_add"", ""target_nodes"": [315, 85], ""removed_edges"": [], ""added_edges"": [[315, 85, ""d""]], ""details"": ""added d edge 315->85""}]",[],
00_codexglue_devign_9763,edge_delete,random,42,1,1,True,98,215,98,214,0,-1,50,50,0.0005112715298309922,0.0005112715298309922,0.0,0,0,False,140.09650000000028,"[{""step"": 1, ""action"": ""edge_delete"", ""target_nodes"": [279, 300], ""removed_edges"": [[279, 300, ""c""]], ""added_edges"": [], ""details"": ""deleted c edge 279->300""}]",[],
00_codexglue_devign_9763,edge_reconnect,random,42,1,1,True,98,215,98,215,0,0,50,50,0.0005112715298309922,0.0005112715298309922,0.0,0,0,False,242.6931999999997,"[{""step"": 1, ""action"": ""edge_reconnect"", ""target_nodes"": [221, 223, 135], ""removed_edges"": [[221, 223, ""c""]], ""added_edges"": [[221, 135, ""c""]], ""details"": ""reconnected c edge 221->223 to 221->135""}]",[],
01_codexglue_devign_10453,node_add,random,42,1,1,True,46,100,47,101,1,1,18,18,0.07368803024291992,0.0624840185046196,-0.011204011738300323,0,0,False,61.36529999999851,"[{""step"": 1, ""action"": ""node_add"", ""target_nodes"": [109, -1], ""removed_edges"": [], ""added_edges"": [[109, -1, ""d""]], ""details"": ""added synthetic node -1 using source line 109""}]",[],
01_codexglue_devign_10453,node_delete,random,42,1,1,True,46,100,45,97,-1,-3,18,18,0.07368803024291992,0.06290002912282944,-0.010788001120090485,0,0,False,54.16899999999991,"[{""step"": 1, ""action"": ""node_delete"", ""target_nodes"": [97], ""removed_edges"": [[89, 97, ""c""], [95, 97, ""d""], [97, 99, ""c""]], ""added_edges"": [], ""details"": ""deleted non-key node 97 and its incident edges""}]",[],
01_codexglue_devign_10453,node_attribute_modify,random,42,1,1,True,46,100,46,100,0,0,18,18,0.07368803024291992,0.009755762293934822,-0.0639322679489851,0,0,False,54.30500000000116,"[{""step"": 1, ""action"": ""node_attribute_modify"", ""target_nodes"": [37, 27], ""removed_edges"": [], ""added_edges"": [], ""details"": ""changed node 37 token source from line 37 to line 27""}]",[],
01_codexglue_devign_10453,edge_add,random,42,1,1,True,46,100,46,101,0,1,18,18,0.07368803024291992,0.07796631008386612,0.0042782798409461975,0,0,False,56.381200000000575,"[{""step"": 1, ""action"": ""edge_add"", ""target_nodes"": [121, 91], ""removed_edges"": [], ""added_edges"": [[121, 91, ""d""]], ""details"": ""added d edge 121->91""}]",[],
01_codexglue_devign_10453,edge_delete,random,42,1,1,True,46,100,46,99,0,-1,18,18,0.07368803024291992,0.07471626996994019,0.0010282397270202637,0,0,False,58.44100000000019,"[{""step"": 1, ""action"": ""edge_delete"", ""target_nodes"": [129, 147], ""removed_edges"": [[129, 147, ""c""]], ""added_edges"": [], ""details"": ""deleted c edge 129->147""}]",[],
01_codexglue_devign_10453,edge_reconnect,random,42,1,1,True,46,100,46,100,0,0,18,18,0.07368803024291992,0.10092577338218689,0.027237743139266968,0,0,False,65.81139999999941,"[{""step"": 1, ""action"": ""edge_reconnect"", ""target_nodes"": [95, 97, 147], ""removed_edges"": [[95, 97, ""d""]], ""added_edges"": [[95, 147, ""d""]], ""details"": ""reconnected d edge 95->97 to 95->147""}]",[],
