command	key	type	code	location	functionId	childNum	isCFGNode	operator	baseType	completeType	identifier
ANR	1	File	/repo/outputs/run_20260731_124703_code_all_input_sources/runs/perturbed/devign__05_non_vulnerable_static_int_slb_lookup__data_flow_alias__c1/_work/source/devign__05_non_vulnerable_static_int_slb_lookup__data_flow_alias__c1.c								
ANR	2	Function	slb_lookup	1:0:0:1997							
ANR	3	FunctionDef	"slb_lookup (CPUPPCState * env , target_ulong eaddr , target_ulong * vsid , target_ulong * page_mask , int * attr)"		2	0					
ANR	4	CompoundStatement		5:0:142:1997	2	0					
ANR	5	IdentifierDeclStatement	target_phys_addr_t sr_base ;	7:4:149:175	2	0	True				
ANR	6	IdentifierDecl	sr_base		2	0					
ANR	7	IdentifierDeclType	target_phys_addr_t		2	0					
ANR	8	Identifier	sr_base		2	1					
ANR	9	IdentifierDeclStatement	target_ulong mask ;	9:4:182:199	2	1	True				
ANR	10	IdentifierDecl	mask		2	0					
ANR	11	IdentifierDeclType	target_ulong		2	0					
ANR	12	Identifier	mask		2	1					
ANR	13	IdentifierDeclStatement	uint64_t tmp64 ;	11:4:206:220	2	2	True				
ANR	14	IdentifierDecl	tmp64		2	0					
ANR	15	IdentifierDeclType	uint64_t		2	0					
ANR	16	Identifier	tmp64		2	1					
ANR	17	IdentifierDeclStatement	uint32_t tmp ;	13:4:227:239	2	3	True				
ANR	18	IdentifierDecl	tmp		2	0					
ANR	19	IdentifierDeclType	uint32_t		2	0					
ANR	20	Identifier	tmp		2	1					
ANR	21	IdentifierDeclStatement	"int n , ret ;"	15:4:246:256	2	4	True				
ANR	22	IdentifierDecl	n		2	0					
ANR	23	IdentifierDeclType	int		2	0					
ANR	24	Identifier	n		2	1					
ANR	25	IdentifierDecl	ret		2	1					
ANR	26	IdentifierDeclType	int		2	0					
ANR	27	Identifier	ret		2	1					
ANR	28	IdentifierDeclStatement	int slb_nr ;	17:4:263:273	2	5	True				
ANR	29	IdentifierDecl	slb_nr		2	0					
ANR	30	IdentifierDeclType	int		2	0					
ANR	31	Identifier	slb_nr		2	1					
ANR	32	ExpressionStatement	ret = - 5	21:4:282:290	2	6	True				
ANR	33	AssignmentExpression	ret = - 5		2	0		=			
ANR	34	Identifier	ret		2	0					
ANR	35	UnaryOperationExpression	- 5		2	1					
ANR	36	UnaryOperator	-		2	0					
